7;11;1;1;468;50;6;13;16;N6324.2090;E01028.5567
7;11;1;2;459;49;4;32;32;N6324.2089;E01028.5575
8;11;1;3;459;49;5;64;64;N6324.2090;E01028.5572
8;11;1;4;450;48;5;128;128;N6324.2089;E01028.5572
8;11;1;5;450;48;5;253;256;N6324.2089;E01028.5570
8;11;1;6;459;49;5;509;512;N6324.2089;E01028.5570
8;11;1;7;459;49;5;1023;1024;N6324.2090;E01028.5570
8;11;2;1;450;48;6;16;16;N6324.2090;E01028.5570
8;11;2;2;459;49;5;32;32;N6324.2091;E01028.5571
8;11;2;3;450;48;5;64;64;N6324.2090;E01028.5571
8;11;2;4;459;49;6;128;128;N6324.2090;E01028.5571
8;11;2;5;459;49;6;250;256;N6324.2090;E01028.5570
8;11;2;6;459;49;5;501;512;N6324.2090;E01028.5570
8;11;2;7;459;49;5;917;1024;N6324.2090;E01028.5570
8;11;3;1;459;49;6;10;16;N6324.2090;E01028.5570
8;11;3;2;459;49;7;31;32;N6324.2090;E01028.5570
8;11;3;3;450;48;4;60;64;N6324.2090;E01028.5570
8;11;3;4;459;49;6;124;128;N6324.2090;E01028.5570
