2;12;1;1;94;10;8;16;16;N6324.4203;E01028.6445
2;12;1;2;112;12;4;29;32;N6324.4203;E01028.6448
2;12;1;3;112;12;4;61;64;N6324.4203;E01028.6451
2;12;1;4;103;11;5;128;128;N6324.4203;E01028.6452
2;12;1;5;103;11;5;253;256;N6324.4203;E01028.6457
2;12;1;6;103;11;5;509;512;N6324.4203;E01028.6461
2;12;1;7;103;11;6;1016;1024;N6324.4201;E01028.6463
2;12;2;1;84;9;7;13;16;N6324.4201;E01028.6458
2;12;2;2;112;12;5;29;32;N6324.4201;E01028.6458
2;12;2;3;112;12;5;64;64;N6324.4201;E01028.6456
2;12;2;4;103;11;5;124;128;N6324.4201;E01028.6452
2;12;2;5;103;11;7;250;256;N6324.4200;E01028.6448
2;12;2;6;112;12;5;498;512;N6324.4200;E01028.6448
2;12;2;7;103;11;6;610;1024;N6324.4201;E01028.6453
2;12;3;1;94;10;5;13;16;N6324.4201;E01028.6454
2;12;3;2;103;11;4;32;32;N6324.4201;E01028.6455
2;12;3;3;103;11;4;64;64;N6324.4201;E01028.6457
2;12;3;4;122;13;5;118;128;N6324.4200;E01028.6458
2;12;3;5;112;12;6;254;256;N6324.4199;E01028.6459
2;12;3;6;103;11;6;500;512;N6324.4199;E01028.6458
2;12;3;7;112;12;6;1013;1024;N6324.4200;E01028.6457
