0;12;1;1;94;10;8;16;16;N6324.4436;E01028.6491
0;12;1;2;103;11;5;29;32;N6324.4442;E01028.6500
0;12;1;3;94;10;5;64;64;N6324.4446;E01028.6507
0;12;1;4;94;10;6;125;128;N6324.4448;E01028.6513
0;12;1;5;94;10;6;256;256;N6324.4450;E01028.6518
0;12;1;6;94;10;6;512;512;N6324.4452;E01028.6527
0;12;1;7;94;10;6;1024;1024;N6324.4457;E01028.6531
0;12;2;1;103;11;7;13;16;N6324.4458;E01028.6528
0;12;2;2;112;12;6;32;32;N6324.4458;E01028.6528
0;12;2;3;94;10;6;60;64;N6324.4457;E01028.6526
0;12;2;4;94;10;6;128;128;N6324.4459;E01028.6524
0;12;2;5;94;10;5;253;256;N6324.4460;E01028.6523
0;12;2;6;94;10;6;512;512;N6324.4460;E01028.6525
0;12;2;7;103;11;4;1024;1024;N6324.4460;E01028.6526
0;12;3;1;112;12;4;16;16;N6324.4459;E01028.6525
0;12;3;2;94;10;6;32;32;N6324.4459;E01028.6525
0;12;3;3;103;11;6;64;64;N6324.4459;E01028.6524
0;12;3;4;103;11;4;128;128;N6324.4458;E01028.6524
0;12;3;5;103;11;5;256;256;N6324.4458;E01028.6523
0;12;3;6;94;10;6;512;512;N6324.4458;E01028.6524
0;12;3;7;94;10;6;1024;1024;N6324.4459;E01028.6529
0;12;4;1;84;9;6;16;16;N6324.4459;E01028.6529
0;12;4;2;103;11;6;32;32;N6324.4459;E01028.6530
0;12;4;3;103;11;5;61;64;N6324.4459;E01028.6531
0;12;4;4;94;10;7;128;128;N6324.4459;E01028.6531
0;12;4;5;103;11;5;253;256;N6324.4459;E01028.6530
0;12;4;6;103;11;5;512;512;N6324.4458;E01028.6528
0;12;4;7;103;11;4;1024;1024;N6324.4458;E01028.6526
0;12;5;1;103;11;7;13;16;N6324.4458;E01028.6524
0;12;5;2;94;10;8;32;32;N6324.4458;E01028.6524
0;12;5;3;94;10;7;61;64;N6324.4458;E01028.6524
0;12;5;4;94;10;6;125;128;N6324.4459;E01028.6524
0;12;5;5;94;10;6;253;256;N6324.4458;E01028.6525
0;12;5;6;94;10;6;511;512;N6324.4458;E01028.6530
0;12;5;7;94;10;6;1024;1024;N6324.4458;E01028.6533
