5;10;1;1;178;19;3;16;16;N6324.3644;E01028.6215
5;10;1;2;178;19;5;32;32;N6324.3644;E01028.6216
5;10;1;3;178;19;5;64;64;N6324.3644;E01028.6218
5;10;1;4;169;18;6;128;128;N6324.3644;E01028.6220
5;10;1;5;169;18;5;253;256;N6324.3644;E01028.6221
5;10;1;6;169;18;6;512;512;N6324.3645;E01028.6223
5;10;1;7;187;20;11;992;1024;N6324.3638;E01028.6221
5;10;2;1;187;20;4;13;16;N6324.3638;E01028.6220
5;10;2;2;178;19;3;32;32;N6324.3638;E01028.6220
5;10;2;3;169;18;5;61;64;N6324.3638;E01028.6220
5;10;2;4;178;19;4;128;128;N6324.3639;E01028.6219
5;10;2;5;187;20;4;256;256;N6324.3639;E01028.6220
5;10;2;6;187;20;19;217;512;N6324.3641;E01028.6224
5;10;2;7;169;18;5;1021;1024;N6324.3644;E01028.6226
5;10;3;1;187;20;4;16;16;N6324.3645;E01028.6227
5;10;3;2;169;18;3;32;32;N6324.3645;E01028.6227
5;10;3;3;169;18;7;64;64;N6324.3645;E01028.6230
5;10;3;4;178;19;4;128;128;N6324.3644;E01028.6231
5;10;3;5;197;21;24;170;256;N6324.3643;E01028.6228
5;10;3;6;178;19;4;509;512;N6324.3640;E01028.6222
