0;10;1;1;0;0;4;13;16;N6324.4435;E01028.6540
0;10;1;2;9;1;3;32;32;N6324.4435;E01028.6540
0;10;1;3;0;0;4;61;64;N6324.4435;E01028.6540
0;10;1;4;0;0;4;128;128;N6324.4435;E01028.6540
0;10;1;5;0;0;4;253;256;N6324.4435;E01028.6540
0;10;1;6;0;0;4;512;512;N6324.4435;E01028.6540
0;10;1;7;0;0;5;1021;1024;N6324.4435;E01028.6540
0;10;2;1;0;0;4;16;16;N6324.4435;E01028.6540
0;10;2;2;19;2;6;32;32;N6324.4435;E01028.6540
0;10;2;3;0;0;4;61;64;N6324.4435;E01028.6540
0;10;2;4;0;0;4;128;128;N6324.4435;E01028.6540
0;10;2;5;0;0;4;256;256;N6324.4435;E01028.6540
0;10;2;6;0;0;4;512;512;N6324.4435;E01028.6540
0;10;2;7;0;0;4;1021;1024;N6324.4435;E01028.6540
0;10;3;1;0;0;4;16;16;N6324.4435;E01028.6540
0;10;3;2;0;0;4;29;32;N6324.4435;E01028.6540
0;10;3;3;0;0;4;64;64;N6324.4435;E01028.6540
0;10;3;4;0;0;4;125;128;N6324.4435;E01028.6540
0;10;3;5;0;0;4;253;256;N6324.4435;E01028.6540
0;10;3;6;0;0;4;509;512;N6324.4435;E01028.6540
0;10;3;7;0;0;4;1024;1024;N6324.4435;E01028.6540
0;10;4;1;9;1;2;16;16;N6324.4435;E01028.6540
0;10;4;2;0;0;4;32;32;N6324.4435;E01028.6540
0;10;4;3;0;0;4;64;64;N6324.4435;E01028.6540
0;10;4;4;0;0;4;128;128;N6324.4435;E01028.6540
0;10;4;5;0;0;4;256;256;N6324.4435;E01028.6540
0;10;4;6;0;0;4;509;512;N6324.4435;E01028.6540
0;10;4;7;0;0;4;1024;1024;N6324.4435;E01028.6540
0;10;5;1;9;1;1;16;16;N6324.4435;E01028.6540
0;10;5;2;0;0;5;29;32;N6324.4435;E01028.6540
0;10;5;3;0;0;4;64;64;N6324.4435;E01028.6540
0;10;5;4;0;0;4;128;128;N6324.4435;E01028.6540
0;10;5;5;0;0;4;256;256;N6324.4435;E01028.6540
0;10;5;6;0;0;4;509;512;N6324.4435;E01028.6540
0;10;5;7;0;0;4;1021;1024;N6324.4434;E01028.6541
