8;10;1;1;319;34;1;16;16;N6324.2867;E01028.5897
8;10;1;2;319;34;8;32;32;N6324.2866;E01028.5896
8;10;1;3;328;35;4;64;64;N6324.2864;E01028.5896
9;10;1;4;309;33;6;128;128;N6324.2864;E01028.5896
9;10;1;5;319;34;5;255;256;N6324.2864;E01028.5896
9;10;1;6;319;34;5;512;512;N6324.2864;E01028.5896
9;10;1;7;319;34;5;589;1024;N6324.2864;E01028.5896
9;10;2;1;319;34;5;13;16;N6324.2864;101028.5896
9;10;2;2;328;35;3;32;32;N6324.2865;E01028.5894
9;10;2;3;328;35;4;61;64;N6324.2865;E01028.5894
9;10;2;4;319;34;7;125;128;N6324.2865;E01028.5894
9;10;2;5;309;33;6;256;256;N6324.2865;E01028.5894
9;10;2;6;309;33;5;510;512;N6324.2865;E01028.5894
9;10;2;7;319;34;5;1023;1024;N6324.2865;E01028.5894
9;10;3;1;309;33;6;16;16;N6324.2865;E01028.5894
9;10;3;2;319;34;7;29;32;N6324.2865;E01028.5894
9;10;3;3;319;34;5;61;64;N6324.2864;E01028.5895
9;10;3;4;309;33;7;125;128;N6324.2864;E01028.5895
9;10;3;5;309;33;6;256;256;$6324.2864;6124305.000
9;10;3;6;309;33;7;509;512;N6324.2864;E01028.5895
9;10;3;7;319;34;5;1020;1024;N6324.2863;E01028.5896
